,Hunger,Potter,Twilight
2035,False,True,False
2036,True,False,False
2037,False,False,False
2038,False,False,False
2039,False,True,True
2040,True,False,False
2041,False,False,False
2042,False,True,False
2043,True,False,False
2044,False,True,True
2045,False,True,False
2046,False,True,False
2047,False,False,True
2048,False,False,False
2049,False,False,True
2050,False,True,False
2051,False,False,False
2052,False,False,False
2053,True,False,True
2054,True,True,False
2055,False,False,False
2056,False,True,False
2057,False,False,False
2058,False,True,False
2059,False,True,False
2060,True,False,False
2061,False,True,True
2062,False,False,True
2063,True,False,False
2064,True,True,True
2065,False,False,False
2066,True,True,False
2067,False,False,False
2068,False,False,False
2069,True,True,True
2070,False,False,True
2071,False,False,False
2072,False,True,False
2073,False,True,True
2074,False,True,False
2075,False,False,False
2076,False,True,True
2077,False,True,False
2078,False,False,False
2079,False,True,False
2080,True,True,True
2081,False,True,False
2082,False,True,False
2083,False,True,False
2084,True,False,False
2085,False,True,False
2086,False,False,False
2087,False,True,True
2088,True,True,True
2089,False,True,False
2090,True,True,False
2091,False,True,False
2092,False,False,False
2093,False,True,False
2094,False,True,False
2095,False,False,True
2096,False,True,False
2097,False,True,False
2098,False,False,True
2099,False,True,False
2100,False,False,False
2101,False,True,False
2102,True,False,True
2103,False,False,True
2104,True,False,False
2105,False,False,True
2106,False,True,False
2107,True,False,False
2108,False,True,True
2109,True,True,True
2110,False,False,False
2111,False,True,False
2112,False,True,True
2113,True,False,False
2114,False,True,True
2115,False,False,False
2116,False,False,True
2117,False,True,True
2118,False,False,False
2119,True,False,False
2120,False,True,False
2121,False,True,True
2122,True,False,False
2123,False,True,False
2124,False,True,False
2125,True,True,True
2126,False,False,True
2127,False,True,False
2128,False,True,False
2129,False,False,False
2130,False,True,True
2131,False,True,False
2132,True,True,False
2133,False,True,False
2134,False,True,False
2135,False,True,False
2136,True,False,False
2137,False,True,False
2138,False,False,True
2139,False,False,True
2140,False,False,False
2141,True,True,False
2142,False,True,True
2143,False,True,True
2144,False,True,False
2145,False,True,False
2146,True,True,True
2147,False,True,False
2148,False,True,False
2149,False,False,True
2150,False,False,False
2151,False,False,True
2152,True,False,False
2153,False,True,True
2154,False,True,False
2155,True,True,True
2156,False,False,True
2157,False,False,False
2158,False,True,False
2159,False,True,False
2160,True,True,False
2161,False,False,False
2162,False,False,True
2163,True,False,False
2164,False,True,False
2165,True,False,True
2166,True,True,False
2167,True,False,False
2168,False,False,False
2169,False,False,False
2170,False,True,True
2171,True,True,False
2172,False,False,True
2173,False,False,False
2174,True,True,False
2175,False,False,True
2176,False,True,True
2177,True,False,False
2178,False,True,False
2179,True,True,False
2180,True,False,False
2181,False,True,False
2182,True,True,False
2183,False,False,True
2184,False,False,False
2185,False,False,False
2186,False,True,False
2187,False,True,False
2188,True,False,True
2189,False,False,False
2190,False,True,True
2191,False,True,True
2192,True,False,False
2193,False,False,False
2194,False,False,False
2195,False,True,False
2196,False,True,False
2197,True,True,False
2198,False,True,False
2199,False,True,False
2200,False,True,False
2201,False,True,False
2202,False,True,True
2203,True,True,True
2204,False,True,True
2205,True,True,True
2206,False,True,False
2207,False,True,True
2208,False,True,False
2209,True,False,False
2210,False,True,True
2211,False,False,True
2212,True,True,False
2213,False,True,True
2214,True,False,False
2215,False,True,False
2216,False,False,False
2217,False,True,True
2218,True,False,False
2219,True,True,False
2220,False,False,True
2221,False,True,False
2222,False,False,False
2223,False,True,True
2224,False,False,True
2225,False,False,False
2226,False,True,False
2227,True,False,True
2228,False,True,False
2229,True,False,True
2230,True,False,False
2231,False,True,False
2232,False,False,True
2233,True,False,False
2234,False,False,False
2235,True,True,True
2236,True,True,True
2237,False,True,True
2238,True,False,False
2239,False,False,False
2240,False,False,True
2241,True,True,False
2242,True,True,True
2243,False,True,True
2244,False,False,False
2245,False,False,False
2246,False,False,False
2247,False,False,False
2248,True,False,False
2249,False,True,False
2250,False,True,False
2251,False,False,False
2252,False,True,False
2253,False,False,True
2254,True,False,False
2255,False,True,False
2256,False,False,False
2257,False,True,False
2258,False,False,False
2259,True,False,False
2260,True,False,False
2261,False,False,False
2262,False,False,True
2263,True,True,False
2264,True,True,True
2265,False,False,True
2266,False,True,False
2267,False,True,True
2268,False,False,False
2269,True,False,False
2270,False,True,False
2271,False,True,False
2272,False,False,False
2273,True,True,True
2274,True,False,False
2275,True,True,False
2276,False,True,False
2277,False,True,False
2278,False,False,False
2279,True,False,False
2280,False,False,False
2281,False,True,False
2282,False,False,True
2283,False,False,False
2284,True,False,False
2285,False,True,True
2286,True,False,True
2287,False,True,False
2288,False,False,False
2289,False,True,True
2290,False,True,False
2291,True,False,False
2292,False,True,False
2293,True,True,True
2294,False,False,False
2295,False,False,False
2296,False,False,True
2297,True,True,True
2298,True,True,True
2299,False,False,False
2300,True,True,False
2301,False,True,False
2302,False,False,False
2303,False,False,True
2304,False,False,False
2305,False,False,True
2306,False,True,False
2307,True,False,False
2308,False,False,False
2309,False,False,True
2310,True,True,True
2311,True,False,True
2312,False,True,False
2313,False,True,False
2314,False,False,False
2315,False,True,False
2316,False,True,False
2317,True,True,False
2318,False,True,True
2319,False,True,True
2320,True,False,False
2321,False,False,False
2322,True,False,True
2323,False,True,False
2324,False,True,True
2325,True,True,True
2326,True,False,True
2327,True,True,False
2328,False,True,False
2329,False,True,False
2330,False,False,False
2331,False,True,True
2332,False,True,True
2333,True,False,True
2334,True,True,True
2335,False,False,False
2336,False,False,False
2337,True,True,False
2338,False,True,False
2339,False,True,False
2340,True,True,True
2341,False,False,False
2342,True,False,False
2343,True,True,False
2344,False,True,True
2345,False,False,False
2346,False,True,True
2347,True,True,False
2348,False,True,False
2349,False,True,True
2350,False,True,False
2351,False,False,False
2352,False,False,False
2353,False,False,True
2354,True,False,False
2355,False,False,False
2356,True,False,True
2357,False,False,False
2358,True,True,False
2359,False,False,False
2360,False,True,False
2361,False,False,True
2362,False,False,False
2363,True,False,True
2364,False,False,True
2365,True,True,False
2366,False,True,False
2367,False,True,True
2368,False,False,True
2369,False,True,False
2370,True,False,False
2371,True,False,False
2372,True,True,True
2373,False,True,True
2374,True,False,False
2375,False,True,False
2376,False,False,False
2377,False,True,False
2378,True,False,False
2379,False,True,False
2380,False,False,False
2381,True,False,False
2382,False,False,True
2383,False,False,False
2384,False,False,False
2385,False,True,True
2386,False,False,False
2387,False,False,True
2388,True,False,False
2389,True,False,False
2390,False,False,False
2391,False,True,False
2392,True,False,False
2393,True,True,True
2394,False,False,True
2395,False,True,False
2396,True,False,False
2397,False,True,False
2398,True,True,False
2399,False,False,False
2400,False,True,False
2401,False,True,True
2402,False,True,False
2403,False,False,True
2404,True,False,True
2405,False,False,False
2406,False,True,False
2407,False,True,False
2408,False,False,False
2409,True,True,False
2410,False,False,False
2411,False,False,False
2412,True,True,False
2413,False,False,False
2414,True,True,True
2415,False,False,True
2416,False,True,False
2417,False,False,False
2418,False,False,False
2419,False,False,True
2420,True,False,True
2421,False,False,True
2422,True,False,False
2423,True,True,True
2424,False,True,True
2425,False,False,False
2426,True,True,False
2427,True,False,False
2428,True,False,True
2429,False,False,True
2430,False,True,True
2431,False,True,False
2432,False,False,False
2433,True,False,False
2434,False,True,False
2435,False,False,False
2436,True,False,False
2437,False,False,False
2438,False,False,True
2439,False,True,False
2440,False,False,False
2441,False,False,False
2442,True,True,False
2443,False,False,False
2444,False,True,True
2445,False,False,False
2446,False,True,True
2447,False,False,True
2448,True,False,False
2449,False,False,False
2450,True,True,False
2451,True,False,False
2452,True,False,False
2453,False,True,True
2454,False,True,False
2455,False,True,True
2456,False,True,False
2457,False,True,False
2458,False,True,True
2459,False,True,False
2460,True,False,False
2461,True,False,False
2462,False,False,True
2463,False,True,False
2464,False,True,False
2465,False,True,False
2466,False,True,False
2467,True,True,False
2468,False,True,False
2469,False,True,False
2470,False,False,False
2471,False,True,False
2472,False,True,True
2473,False,False,True
2474,True,False,False
2475,False,True,False
2476,False,True,False
2477,False,True,True
2478,False,False,False
2479,True,False,False
2480,True,False,False
2481,True,False,False
2482,False,False,False
2483,False,False,True
2484,False,True,False
2485,False,True,False
2486,False,False,False
2487,False,True,True
2488,False,True,False
2489,True,False,False
2490,True,True,True
2491,False,True,False
2492,True,False,False
2493,False,False,True
2494,False,False,False
2495,False,True,False
2496,False,True,False
2497,False,True,False
2498,True,False,True
2499,True,True,False
2500,False,False,False
2501,True,False,False
2502,True,False,True
2503,False,False,False
2504,False,True,False
2505,False,False,False
2506,False,True,True
2507,True,False,False
2508,False,False,True
2509,True,True,True
2510,False,False,False
2511,True,True,False
2512,False,True,False
2513,False,True,False
2514,False,False,False
2515,False,True,False
2516,False,False,False
2517,False,True,False
2518,True,False,True
2519,True,True,True
2520,True,True,False
2521,False,True,False
2522,True,False,False
2523,False,True,False
2524,False,False,True
2525,True,False,False
2526,True,True,False
2527,True,False,False
2528,False,False,False
2529,False,False,False
2530,False,True,False
2531,False,False,True
2532,True,True,False
2533,True,False,False
2534,True,True,False
2535,True,False,False
2536,False,False,False
2537,False,False,True
2538,False,False,False
2539,False,False,True
2540,True,True,True
2541,False,False,True
2542,False,True,True
2543,False,False,True
2544,False,True,False
2545,False,True,True
2546,True,False,False
2547,False,False,True
2548,True,False,False
2549,True,False,True
2550,True,True,False
2551,True,True,False
2552,True,False,True
2553,False,False,False
2554,False,False,False
2555,True,False,False
2556,False,False,True
2557,False,False,False
2558,False,True,True
2559,False,True,False
2560,False,True,False
2561,False,True,False
2562,False,False,False
2563,False,True,False
2564,False,False,True
2565,False,False,False
2566,True,False,True
2567,True,False,False
2568,False,True,False
2569,True,False,False
2570,True,False,False
2571,True,True,True
2572,False,True,False
2573,False,True,False
2574,False,False,True
2575,True,True,True
2576,False,True,True
2577,False,True,False
2578,True,True,False
2579,False,False,False
2580,True,True,True
2581,False,False,False
2582,False,True,True
2583,False,False,False
2584,False,False,False
2585,False,True,True
2586,True,True,True
2587,False,True,False
2588,False,True,False
2589,False,True,False
2590,True,False,True
2591,False,False,False
2592,True,True,True
2593,True,False,False
2594,False,False,False
2595,False,False,True
2596,True,False,False
2597,False,True,True
2598,True,True,False
2599,False,True,True
2600,False,True,True
2601,False,False,True
2602,True,False,True
2603,True,True,False
2604,True,False,False
2605,False,True,False
2606,False,True,False
2607,True,False,False
2608,False,True,False
2609,True,False,True
2610,True,False,False
2611,False,False,False
2612,True,True,False
2613,True,False,False
2614,False,False,True
2615,False,True,False
2616,False,True,True
2617,True,False,False
2618,False,False,False
2619,False,True,True
2620,False,True,False
2621,True,True,False
2622,True,True,True
2623,True,True,False
2624,False,True,False
2625,False,False,False
2626,False,False,False
2627,True,True,False
2628,False,True,False
2629,False,True,False
2630,False,True,False
2631,True,False,False
2632,True,False,False
2633,False,True,False
2634,False,True,True
2635,True,False,False
2636,False,False,True
2637,False,False,False
2638,True,False,True
2639,False,True,False
2640,True,True,False
2641,False,True,True
2642,False,False,False
2643,False,False,True
2644,False,True,False
2645,False,False,True
2646,False,True,False
2647,False,True,False
2648,False,True,False
2649,True,True,False
2650,True,True,True
2651,False,False,False
2652,False,True,True
2653,False,True,False
2654,True,True,False
2655,False,True,False
2656,False,True,False
2657,False,False,False
2658,False,False,False
2659,False,True,False
2660,False,True,False
2661,False,True,False
2662,False,True,True
2663,True,True,False
2664,False,False,False
2665,False,False,False
2666,True,True,False
2667,False,True,False
2668,False,True,False
2669,True,False,False
2670,False,False,True
2671,True,False,False
2672,True,False,True
2673,False,True,True
2674,True,True,True
2675,False,False,False
2676,True,True,True
2677,False,True,False
2678,False,True,False
2679,False,False,False
2680,False,True,False
2681,False,True,False
2682,False,False,False
2683,False,False,False
2684,False,True,False
2685,False,False,True
2686,False,False,True
2687,False,False,False
2688,False,True,False
2689,False,True,True
2690,True,True,False
2691,False,False,False
2692,True,True,True
2693,False,False,False
2694,False,True,True
2695,False,True,False
2696,False,True,True
2697,True,True,False
2698,False,True,False
2699,False,True,False
2700,False,True,True
2701,False,True,True
2702,False,False,False
2703,False,False,False
2704,False,False,False
2705,True,False,False
2706,True,False,False
2707,False,False,False
2708,False,False,False
2709,False,False,True
2710,True,False,False
2711,False,True,False
2712,False,True,False
2713,False,True,False
2714,False,False,False
2715,True,True,False
2716,False,True,True
2717,False,False,False
2718,True,False,True
2719,False,False,False
2720,True,False,True
2721,False,False,False
2722,True,False,False
2723,True,True,True
2724,False,True,True
2725,False,False,False
2726,True,True,False
2727,False,False,False
2728,False,False,True
2729,False,False,False
2730,True,False,False
2731,False,False,True
2732,False,True,True
2733,False,True,True
2734,False,True,False
2735,False,False,False
2736,True,True,False
2737,False,True,False
2738,False,False,True
2739,True,False,False
2740,True,True,False
2741,False,True,False
2742,False,False,False
2743,False,True,True
2744,True,False,False
2745,False,True,False
2746,False,False,False
2747,True,True,True
2748,False,False,False
2749,True,False,False
2750,False,True,False
2751,False,True,True
2752,True,True,False
2753,False,True,False
2754,False,True,True
2755,False,False,False
2756,True,True,False
2757,True,False,False
2758,False,False,False
2759,False,True,False
2760,False,True,True
2761,False,False,True
2762,False,True,False
2763,False,False,False
2764,True,True,False
2765,False,False,False
2766,False,True,False
2767,False,False,False
2768,False,True,False
2769,False,True,False
2770,True,False,False
2771,True,False,True
2772,False,True,False
2773,False,False,False
2774,False,False,False
2775,False,False,False
2776,True,False,False
2777,False,True,False
2778,False,True,False
2779,False,True,False
2780,False,True,False
2781,False,False,False
2782,False,False,True
2783,False,False,False
2784,False,True,False
2785,True,False,False
2786,True,False,False
2787,False,True,True
2788,False,True,False
2789,False,True,True
2790,False,True,False
2791,False,True,False
2792,False,False,True
2793,False,False,True
2794,False,True,False
2795,False,True,True
2796,True,True,True
2797,False,False,False
2798,False,False,False
2799,True,True,False
2800,False,True,False
2801,False,True,False
2802,False,True,False
2803,False,True,False
2804,True,False,False
2805,False,False,True
2806,True,True,True
2807,True,False,True
2808,False,False,True
2809,False,False,False
2810,True,False,False
2811,True,True,True
2812,False,True,False
2813,True,False,False
2814,False,False,False
2815,False,False,False
2816,False,True,False
2817,True,False,False
2818,False,False,False
2819,False,True,False
2820,False,True,True
2821,False,False,False
2822,True,False,False
2823,True,True,True
2824,False,False,False
2825,False,True,False
2826,False,True,False
2827,True,True,False
2828,True,False,False
2829,False,True,True
2830,False,True,False
2831,True,False,True
2832,False,False,False
2833,False,True,False
2834,False,False,False
2835,True,True,False
2836,False,True,False
2837,True,False,False
2838,True,False,False
2839,True,True,False
2840,True,False,False
2841,False,False,False
2842,False,False,False
2843,True,True,False
2844,True,False,True
2845,False,True,False
2846,False,True,False
2847,False,True,True
2848,True,False,False
2849,True,True,True
2850,False,True,False
2851,True,False,False
2852,False,True,False
2853,False,True,False
2854,False,True,False
2855,False,False,False
2856,True,True,True
2857,False,True,True
2858,False,True,False
2859,False,True,False
2860,False,True,True
2861,True,False,True
2862,False,True,True
2863,False,True,False
2864,False,True,True
2865,False,False,False
2866,False,True,False
2867,False,False,False
2868,False,True,False
2869,False,True,True
2870,False,False,False
2871,True,False,False
2872,False,False,True
2873,False,True,False
2874,True,True,False
2875,False,False,False
2876,True,True,False
2877,True,True,False
2878,False,True,True
2879,False,True,True
2880,False,False,True
2881,True,False,False
2882,True,False,True
2883,False,True,True
2884,False,True,False
2885,False,True,False
2886,False,True,False
2887,False,False,False
2888,True,True,False
2889,False,False,False
2890,True,True,False
2891,False,False,False
2892,True,False,False
2893,False,True,False
2894,False,False,False
2895,False,True,False
2896,False,True,False
2897,False,False,False
2898,True,True,False
2899,True,False,False
2900,False,True,False
2901,False,False,False
2902,False,False,False
2903,True,True,False
2904,False,True,False
2905,False,True,True
2906,False,False,False
2907,False,True,False
2908,True,True,False
2909,False,True,False
2910,True,False,False
2911,False,False,False
2912,False,False,False
2913,False,True,False
2914,False,False,False
2915,False,True,False
2916,False,False,True
2917,False,False,False
2918,False,True,True
2919,True,False,True
2920,True,True,False
2921,False,True,False
2922,False,True,False
2923,False,False,True
2924,False,False,False
2925,False,False,False
2926,False,False,True
2927,False,False,False
2928,False,False,True
2929,False,True,True
2930,False,True,False
2931,False,True,False
2932,False,True,True
2933,False,True,True
2934,False,True,False
2935,False,False,False
2936,False,True,True
2937,False,False,True
2938,False,False,False
2939,False,False,False
2940,False,False,False
2941,False,True,False
2942,False,False,False
2943,True,True,False
2944,True,True,False
2945,True,True,False
2946,False,True,True
2947,False,True,False
2948,True,False,False
2949,False,True,True
2950,True,True,False
2951,False,False,False
2952,False,True,False
2953,False,True,False
2954,False,False,False
2955,True,True,True
2956,False,True,False
2957,False,True,True
2958,True,True,False
2959,True,False,False
2960,False,False,False
2961,False,True,False
2962,False,True,False
2963,False,True,False
2964,False,False,False
2965,False,False,False
2966,False,True,True
2967,False,True,True
2968,False,True,False
2969,False,True,False
2970,False,False,True
2971,True,True,True
2972,False,False,False
2973,True,True,False
2974,False,True,False
2975,True,False,False
2976,True,False,False
2977,False,True,True
2978,False,True,True
2979,False,True,False
2980,True,False,True
2981,True,True,False
2982,False,False,False
2983,False,False,True
2984,False,False,True
2985,True,True,False
2986,True,True,False
2987,False,False,False
2988,True,False,False
2989,False,True,True
2990,False,True,False
2991,True,True,False
2992,True,False,True
2993,True,False,True
2994,True,True,True
2995,False,False,False
2996,False,True,True
2997,True,False,False
2998,False,True,False
2999,False,True,True
3000,False,True,True
3001,False,True,True
3002,True,False,False
3003,True,False,False
3004,False,True,True
3005,True,True,False
3006,False,True,True
3007,True,False,True
3008,True,True,False
3009,False,False,True
3010,True,True,True
3011,False,True,True
3012,False,True,True
3013,True,True,True
3014,False,False,False
3015,True,False,False
3016,False,False,False
3017,False,False,True
3018,False,False,False
3019,False,False,False
3020,False,True,False
3021,False,True,True
3022,False,True,False
3023,False,True,False
3024,True,True,True
3025,False,False,False
3026,True,False,True
3027,False,True,True
3028,True,True,False
3029,False,True,False
3030,True,False,False
3031,False,True,False
3032,False,True,True
3033,False,True,False
3034,False,False,False
3035,False,False,False
3036,True,True,False
3037,False,False,False
3038,True,False,False
3039,False,False,False
3040,False,True,False
3041,True,False,False
3042,True,True,True
3043,False,False,True
3044,True,False,False
3045,False,True,False
3046,False,True,False
3047,True,True,False
3048,True,False,True
3049,True,True,False
3050,True,True,True
3051,False,True,True
3052,True,True,False
3053,False,False,True
3054,False,True,False
3055,False,False,True
3056,False,True,True
3057,False,True,False
3058,False,True,False
3059,False,False,False
3060,True,True,False
3061,False,True,True
3062,False,False,False
3063,False,True,True
3064,True,False,True
3065,False,True,False
3066,False,False,True
3067,False,True,False
3068,False,False,False
3069,False,False,False
3070,False,True,True
3071,True,True,False
3072,False,True,False
3073,True,True,False
3074,False,False,False
3075,True,True,False
3076,False,True,False
3077,True,True,False
3078,False,True,False
3079,False,True,False
3080,False,False,True
3081,True,True,False
3082,False,True,True
3083,True,False,False
3084,False,True,True
3085,False,False,False
3086,True,True,True
3087,False,True,True
3088,True,False,False
3089,False,True,True
3090,True,False,False
3091,False,True,False
3092,False,False,False
3093,True,False,False
3094,True,True,False
3095,True,False,True
3096,False,True,True
3097,True,False,False
3098,False,False,False
3099,True,True,True
3100,True,False,True
3101,False,True,False
3102,True,True,False
3103,False,True,True
3104,False,True,False
3105,False,False,False
3106,True,True,False
3107,False,False,False
3108,False,False,False
3109,False,False,False
3110,False,False,False
3111,False,True,False
3112,False,True,False
3113,True,True,False
3114,False,True,False
3115,True,False,False
3116,False,True,False
3117,True,True,True
3118,True,False,False
3119,False,False,True
3120,False,True,False
3121,False,True,False
3122,False,False,False
3123,True,False,False
3124,True,False,False
3125,False,True,True
3126,True,True,False
3127,False,False,False
3128,True,False,False
3129,True,False,False
3130,True,False,False
3131,True,False,False
3132,True,False,False
3133,False,False,False
3134,False,True,False
3135,False,True,False
3136,True,False,False
3137,True,False,False
3138,True,False,True
3139,True,False,False
3140,False,True,False
3141,False,False,False
3142,False,True,False
3143,False,False,False
3144,False,False,True
3145,False,True,False
3146,True,True,False
3147,True,True,True
3148,True,False,True
3149,True,False,False
3150,True,True,True
3151,False,False,False
3152,False,True,True
3153,True,False,False
3154,True,False,False
3155,True,False,False
3156,False,False,False
3157,False,False,False
3158,True,True,False
3159,True,False,False
3160,False,False,False
3161,False,True,True
3162,True,True,False
3163,False,True,True
3164,False,True,False
3165,False,False,True
3166,True,False,False
3167,True,True,True
3168,False,False,False
3169,False,False,False
3170,False,False,True
3171,False,False,False
3172,False,False,True
3173,True,True,False
3174,False,False,False
3175,False,True,True
3176,True,False,False
3177,False,True,False
3178,False,False,False
3179,False,True,False
3180,False,False,False
3181,True,False,False
3182,False,True,False
3183,True,False,False
3184,True,True,True
3185,False,True,False
3186,False,False,False
3187,False,True,True
3188,False,True,True
3189,False,False,False
3190,False,False,False
3191,False,False,False
3192,True,True,False
3193,True,False,False
3194,False,True,False
3195,True,False,False
3196,True,False,False
3197,True,False,True
3198,True,False,False
3199,True,False,True
3200,True,False,False
3201,True,False,True
3202,False,True,True
3203,False,True,False
3204,False,False,True
3205,False,False,True
3206,True,False,False
3207,True,False,False
3208,True,False,False
3209,False,True,False
3210,True,False,False
3211,True,False,True
3212,False,False,False
3213,True,False,False
3214,False,True,False
3215,True,False,False
3216,False,False,True
3217,False,True,False
3218,False,True,False
3219,True,True,False
3220,True,False,False
3221,True,False,False
3222,False,True,True
3223,False,True,False
3224,False,True,False
3225,False,False,False
3226,False,False,False
3227,False,False,False
3228,True,False,False
3229,True,False,False
3230,True,True,False
3231,True,False,False
3232,False,False,False
3233,False,False,False
3234,True,False,False
3235,True,True,False
3236,True,True,True
3237,True,False,False
3238,False,False,True
3239,True,False,False
3240,False,True,False
3241,True,False,True
3242,True,True,False
3243,False,True,False
3244,True,True,True
3245,False,True,False
3246,True,False,False
3247,False,False,True
3248,True,False,True
3249,False,False,True
3250,False,True,False
3251,False,True,False
3252,False,False,False
3253,False,True,True
3254,True,False,False
3255,False,False,False
3256,False,False,False
3257,False,True,True
3258,False,True,True
3259,True,False,False
3260,False,False,False
3261,False,True,False
3262,False,True,False
3263,True,False,False
3264,True,False,False
3265,True,False,False
3266,False,False,False
3267,True,True,False
3268,True,False,False
3269,True,False,True
3270,True,False,False
3271,True,False,False
3272,False,True,False
3273,True,False,False
3274,False,True,True
3275,True,False,False
3276,True,False,False
3277,True,True,False
3278,False,True,True
3279,False,False,False
3280,True,False,False
3281,True,True,True
3282,False,True,False
3283,False,True,False
3284,True,False,False
3285,False,True,False
3286,True,True,True
3287,True,False,False
3288,False,True,True
3289,False,True,False
3290,False,True,True
3291,False,False,False
3292,True,True,True
3293,True,False,False
3294,True,False,False
3295,True,True,False
3296,True,False,False
3297,True,True,False
3298,True,True,False
3299,False,False,False
3300,False,False,False
3301,True,False,False
3302,False,True,False
3303,False,True,False
3304,True,True,False
3305,False,True,True
3306,False,False,False
3307,True,False,False
3308,False,False,False
3309,False,False,False
3310,True,False,False
3311,True,False,False
3312,False,False,False
3313,True,False,False
3314,True,True,False
3315,True,True,False
3316,False,True,False
3317,False,True,True
3318,False,False,False
3319,True,False,False
3320,True,False,False
3321,True,True,True
3322,False,True,False
3323,True,False,False
3324,True,True,True
3325,True,True,False
3326,False,True,True
3327,True,False,False
3328,True,True,True
3329,True,True,True
3330,True,True,False
3331,True,False,False
3332,True,False,False
3333,True,False,False
3334,True,True,False
3335,True,True,True
3336,False,False,False
3337,True,True,False
3338,True,True,True
3339,False,False,False
3340,False,True,True
3341,True,False,False
3342,False,False,False
3343,False,True,True
3344,True,True,False
3345,False,True,True
3346,False,True,True
3347,True,False,False
3348,False,False,False
3349,False,False,False
3350,True,True,False
3351,False,False,False
3352,False,True,False
3353,True,False,False
3354,False,False,False
3355,True,False,False
3356,True,False,False
3357,False,True,True
3358,True,False,True
3359,False,True,False
3360,True,False,False
3361,True,False,True
3362,False,True,False
3363,False,True,False
3364,True,False,False
3365,False,True,False
3366,True,True,False
3367,True,False,True
3368,False,False,False
3369,False,False,False
3370,True,False,False
3371,False,True,True
3372,False,True,False
3373,False,True,False
3374,False,True,False
3375,True,True,False
3376,False,True,False
3377,True,False,False
3378,True,False,False
3379,False,True,False
3380,False,False,False
3381,True,True,True
3382,True,False,False
3383,True,False,False
3384,False,False,True
3385,False,True,True
3386,True,False,False
3387,False,True,True
3388,True,False,False
3389,False,False,False
3390,False,True,False
3391,False,False,False
3392,False,True,False
3393,True,False,False
3394,True,False,True
3395,False,False,False
3396,True,False,False
3397,False,False,False
3398,True,True,False
3399,True,False,False
3400,False,False,False
3401,False,False,False
3402,True,True,True
3403,True,True,False
3404,True,False,False
3405,False,True,False
3406,False,False,False
3407,False,False,True
3408,True,True,True
3409,False,True,False
3410,True,True,True
3411,False,False,False
3412,False,True,False
3413,True,True,True
3414,False,False,False
3415,False,True,True
3416,True,False,False
3417,False,True,False
3418,True,False,False
3419,False,True,False
3420,False,False,False
3421,True,False,False
3422,False,False,True
3423,False,True,False
3424,False,False,False
3425,True,False,False
3426,True,False,False
3427,False,True,False
3428,True,True,False
3429,False,True,True
3430,False,True,True
3431,True,False,False
3432,False,False,False
3433,False,True,False
3434,False,True,False
3435,True,False,True
3436,True,True,True
3437,False,True,False
3438,True,True,False
3439,False,True,False
3440,True,False,False
3441,False,True,False
3442,True,True,False
3443,True,False,True
3444,False,False,False
3445,True,False,False
3446,False,True,False
3447,False,False,False
3448,False,False,False
3449,False,True,False
3450,True,True,False
3451,False,True,False
3452,False,False,False
3453,True,False,False
3454,True,True,True
3455,True,True,True
3456,False,True,False
3457,False,False,False
3458,True,False,False
3459,False,True,False
3460,False,True,False
3461,True,False,False
3462,True,True,False
3463,False,False,False
3464,True,False,False
3465,False,True,False
3466,False,True,False
3467,False,False,False
3468,False,True,False
3469,True,False,False
3470,False,True,False
3471,False,False,False
3472,False,True,True
3473,False,True,False
3474,True,False,False
3475,False,True,True
3476,False,False,False
3477,True,False,False
3478,True,False,True
3479,True,False,True
3480,True,True,False
3481,True,False,True
3482,False,True,False
3483,True,False,False
3484,False,True,True
3485,True,False,False
3486,True,True,True
3487,True,False,True
3488,False,True,False
3489,False,False,False
3490,False,False,True
3491,False,True,False
3492,True,False,False
3493,True,True,True
3494,False,False,False
3495,True,False,False
3496,False,True,False
3497,True,False,False
3498,False,False,False
3499,True,False,False
3500,False,True,False
3501,True,False,False
3502,True,False,False
3503,False,True,False
3504,True,True,False
3505,False,True,False
3506,True,False,False
3507,False,True,False
3508,False,False,False
3509,False,True,False
3510,False,True,False
3511,False,True,True
3512,False,True,False
3513,True,False,False
3514,False,False,True
3515,True,False,False
3516,True,False,False
3517,False,False,False
3518,False,False,False
3519,False,False,True
3520,False,False,False
3521,True,True,True
3522,False,True,False
3523,True,False,False
3524,False,False,False
3525,False,True,True
3526,False,True,True
3527,True,True,False
3528,False,True,False
3529,True,False,False
3530,False,False,False
3531,True,False,False
3532,False,True,False
3533,False,False,False
3534,True,True,False
3535,True,False,True
3536,True,False,False
3537,False,False,False
3538,True,False,False
3539,True,False,False
3540,True,False,False
3541,True,False,True
3542,True,True,False
3543,True,True,True
3544,True,True,False
3545,True,False,True
3546,False,True,False
3547,True,False,False
3548,False,True,False
3549,True,True,False
3550,True,False,False
3551,True,False,False
3552,True,False,True
3553,False,True,False
3554,False,True,False
3555,False,True,False
3556,True,False,False
3557,True,True,True
3558,True,False,False
3559,True,False,False
3560,False,False,True
3561,False,True,False
3562,False,True,True
3563,False,True,False
3564,True,True,False
3565,False,True,True
3566,True,False,False
3567,True,True,False
3568,True,True,False
3569,True,True,False
3570,False,True,True
3571,True,True,False
3572,True,False,False
3573,False,True,True
3574,False,False,False
3575,True,False,False
3576,False,True,True
3577,True,True,True
3578,True,True,True
3579,True,True,True
3580,False,False,False
3581,False,True,False
3582,False,True,False
3583,True,False,False
3584,True,True,True
3585,True,False,False
3586,False,True,False
3587,True,False,False
